,ResNet Label,ResNet Confidence,VGG Label,VGG Confidence
banana_basketball1_2in.JPG,banana,0.9997095,banana,0.81303084
banana_basketball1_3in.JPG,basketball,0.999722421169281,ocarina,0.19807741045951843
banana_basketball1_4in.JPG,basketball,0.8287153244018555,banana,0.7288386225700378
banana_basketball2_2in.JPG,banana,0.996185839176178,banana,0.7341817617416382
banana_basketball2_3in.JPG,banana,0.9139026403427124,banana,0.14149591326713562
banana_basketball2_4in.JPG,basketball,0.9010393619537354,shopping_cart,0.5518890619277954
banana_basketballcontrol_2in.JPG,banana,0.9854565262794495,banana,0.726323127746582
banana_basketballcontrol_3in.JPG,banana,0.972200870513916,banana,0.534923255443573
banana_basketballcontrol_4in.JPG,banana,0.8303338289260864,banana,0.5564263463020325
banana_bear1_2in.JPG,banana,0.9947319030761719,banana,0.7069581747055054
banana_bear1_3in.JPG,brown_bear,0.8943791389465332,Norwich_terrier,0.47240230441093445
banana_bear1_4in.JPG,brown_bear,0.9778164625167847,brown_bear,0.6608479022979736
banana_bear2_2in.JPG,banana,0.9797316193580627,banana,0.45458903908729553
banana_bear2_3in.JPG,banana,0.8191463351249695,banana,0.7796878218650818
banana_bear2_4in.JPG,brown_bear,0.8876652717590332,eel,0.7026663422584534
banana_bearcontol_2in.JPG,banana,0.9880615472793579,banana,0.828314483165741
banana_bearcontrol_3inJPG.JPG,banana,0.9999350309371948,banana,0.9407865405082703
banana_bearcontrol_4in.JPG,banana,0.9995526671409607,banana,0.6726533770561218
banana_clean.JPG,banana,0.9981986880302429,banana,0.8808638453483582
bookcase_basketball1_crop.JPG,bookcase,0.8630760312080383,bookcase,0.8458248972892761
bookcase_basketball1_wide.JPG,library,0.33429980278015137,library,0.37437522411346436
bookcase_basketball2_crop.JPG,bookcase,0.9147475361824036,bookcase,0.8731821775436401
bookcase_basketball2_wide.JPG,library,0.8187474608421326,library,0.4988521635532379
bookcase_basketballcontrol_crop.JPG,bookcase,0.8974547982215881,bookcase,0.7844025492668152
bookcase_basketballcontrol_wide.JPG,library,0.777069628238678,library,0.5860117673873901
bookcase_bear1_crop.JPG,bookcase,0.9755649566650391,bookcase,0.8447583913803101
bookcase_bear1_wide.JPG,library,0.8692089915275574,library,0.3975240886211395
bookcase_bear2_crop.JPG,bookcase,0.9728297591209412,bookcase,0.8653712272644043
bookcase_bear2_wide.JPG,library,0.8580372333526611,library,0.5792723894119263
bookcase_bearcontrol_crop.JPG,bookcase,0.922981858253479,bookcase,0.8589324951171875
bookcase_bearcontrol_wide.JPG,library,0.9149394631385803,library,0.47793710231781006
bookcase_clean_crop.JPG,bookcase,0.5948284864425659,bookcase,0.7802920937538147
bookcase_clean_wide.JPG,library,0.7802448272705078,library,0.26563480496406555
keyboard_basketball1_2in_over.JPG,computer_keyboard,0.7267953753471375,computer_keyboard,0.27875250577926636
keyboard_basketball1_2in_side.JPG,computer_keyboard,0.6917327642440796,computer_keyboard,0.41418856382369995
keyboard_basketball1_3in_over.JPG,computer_keyboard,0.5983020663261414,computer_keyboard,0.24353782832622528
keyboard_basketball1_3in_side.JPG,computer_keyboard,0.7113791108131409,computer_keyboard,0.7615355849266052
keyboard_basketball1_4in_over.JPG,basketball,0.7881197929382324,buckle,0.31834638118743896
keyboard_basketball1_4in_side.JPG,computer_keyboard,0.4974730908870697,computer_keyboard,0.6638089418411255
keyboard_basketball1_6in_over.JPG,basketball,0.7693923711776733,buckle,0.5826090574264526
keyboard_basketball1_6in_side.JPG,basketball,0.9453766942024231,buckle,0.4250795245170593
keyboard_basketball2_2in_over.JPG,computer_keyboard,0.6896705031394958,computer_keyboard,0.3760325312614441
keyboard_basketball2_2in_side.JPG,computer_keyboard,0.8847002387046814,computer_keyboard,0.37610986828804016
keyboard_basketball2_3in_over.JPG,computer_keyboard,0.6476759314537048,abacus,0.21446433663368225
keyboard_basketball2_3in_side.JPG,computer_keyboard,0.7676982283592224,computer_keyboard,0.6673502922058105
keyboard_basketball2_4in_over.JPG,computer_keyboard,0.7781123518943787,computer_keyboard,0.4500349760055542
keyboard_basketball2_4in_side.JPG,computer_keyboard,0.9207841753959656,computer_keyboard,0.7812864184379578
keyboard_basketball2_6in_over.JPG,computer_keyboard,0.8420367240905762,computer_keyboard,0.4709148108959198
keyboard_basketball2_6in_side.JPG,computer_keyboard,0.4911561906337738,computer_keyboard,0.4432896673679352
keyboard_basketballcontrol_2in_over.JPG,computer_keyboard,0.9498931169509888,computer_keyboard,0.8605052828788757
keyboard_basketballcontrol_2in_side.JPG,computer_keyboard,0.8623273372650146,computer_keyboard,0.8627884387969971
keyboard_basketballcontrol_3in_over.JPG,computer_keyboard,0.6837865114212036,computer_keyboard,0.7984114289283752
keyboard_basketballcontrol_3in_side.JPG,computer_keyboard,0.7716255187988281,computer_keyboard,0.8597469925880432
keyboard_basketballcontrol_4in_over.JPG,computer_keyboard,0.6890377402305603,computer_keyboard,0.7263709902763367
keyboard_basketballcontrol_4in_side.JPG,computer_keyboard,0.7557553052902222,computer_keyboard,0.7641132473945618
keyboard_basketballcontrol_6in_over.JPG,basketball,0.7471086978912354,computer_keyboard,0.26833516359329224
keyboard_basketballcontrol_6in_side.JPG,basketball,0.40470248460769653,computer_keyboard,0.5719340443611145
keyboard_bear1_2in_over.JPG,computer_keyboard,0.8751500248908997,computer_keyboard,0.46513301134109497
keyboard_bear1_2in_side.JPG,computer_keyboard,0.5421359539031982,computer_keyboard,0.37634870409965515
keyboard_bear1_3in_over.JPG,computer_keyboard,0.571812093257904,Norwich_terrier,0.2502296566963196
keyboard_bear1_3in_side.JPG,computer_keyboard,0.8913158178329468,computer_keyboard,0.5268030166625977
keyboard_bear1_4in_over.JPG,computer_keyboard,0.6861099004745483,Norwich_terrier,0.627792477607727
